Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4,Run #4
Date and Time,Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Date and Time,Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Date and Time,Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²),Date and Time,Time (s),Angle (rad),Angular Velocity (rad/s),Angular Acceleration (rad/s²),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.000,0.122,0.931,-18.617,0.0029,0.022,-0.444
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.050,0.192,-0.058,-16.096,0.0046,-0.001,-0.384
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.100,0.227,-1.105,-9.114,0.0054,-0.026,-0.218
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.150,0.192,-1.862,0.194,0.0046,-0.044,0.005
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.200,0.105,-2.094,8.921,0.0025,-0.050,0.213
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.250,-0.017,-1.804,15.126,-4.1667E-4,-0.043,0.361
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.300,-0.122,-1.105,17.841,-0.0029,-0.026,0.426
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.350,-0.209,-0.175,16.484,-0.0050,-0.004,0.394
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.400,-0.244,0.814,11.054,-0.0058,0.019,0.264
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.450,-0.227,1.629,2.715,-0.0054,0.039,0.065
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.500,-0.157,2.036,-6.400,-0.0037,0.049,-0.153
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.550,-0.052,1.920,-13.963,-0.0012,0.046,-0.333
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.600,0.070,1.338,-18.035,0.0017,0.032,-0.431
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.650,0.157,0.407,-17.453,0.0037,0.010,-0.417
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.700,0.209,-0.640,-12.411,0.0050,-0.015,-0.296
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.750,0.209,-1.513,-4.460,0.0050,-0.036,-0.106
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.800,0.140,-1.978,4.460,0.0033,-0.047,0.106
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.850,0.035,-1.978,12.411,8.3333E-4,-0.047,0.296
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.900,-0.070,-1.513,17.453,-0.0017,-0.036,0.417
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:14 am,8.950,-0.175,-0.640,18.035,-0.0042,-0.015,0.431
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.000,-0.244,0.407,13.963,-0.0058,0.010,0.333
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.050,-0.244,1.338,6.400,-0.0058,0.032,0.153
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.100,-0.192,1.920,-2.715,-0.0046,0.046,-0.065
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.150,-0.105,2.036,-11.054,-0.0025,0.049,-0.264
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.200,0.017,1.629,-16.484,4.1667E-4,0.039,-0.394
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.250,0.122,0.814,-17.841,0.0029,0.019,-0.426
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.300,0.192,-0.175,-14.932,0.0046,-0.004,-0.356
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.350,0.209,-1.105,-8.339,0.0050,-0.026,-0.199
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.400,0.175,-1.804,0.388,0.0042,-0.043,0.009
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.450,0.087,-2.036,9.114,0.0021,-0.049,0.218
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.500,-0.017,-1.745,15.514,-4.1667E-4,-0.042,0.370
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.550,-0.140,-1.047,18.035,-0.0033,-0.025,0.431
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.600,-0.209,-0.058,16.096,-0.0050,-0.001,0.384
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.650,-0.244,0.931,10.084,-0.0058,0.022,0.241
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.700,-0.227,1.687,1.551,-0.0054,0.040,0.037
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.750,-0.140,2.036,-7.369,-0.0033,0.049,-0.176
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.800,-0.035,1.862,-14.350,-8.3333E-4,0.044,-0.343
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.850,0.070,1.222,-17.647,0.0017,0.029,-0.421
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.900,0.175,0.291,-16.678,0.0042,0.007,-0.398
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:15 am,9.950,0.209,-0.698,-11.829,0.0050,-0.017,-0.282
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.000,0.192,-1.513,-4.072,0.0046,-0.036,-0.097
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.050,0.140,-1.978,4.848,0.0033,-0.047,0.116
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.100,0.035,-1.978,12.993,8.3333E-4,-0.047,0.310
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.150,-0.087,-1.454,,-0.0021,-0.035,
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.200,-0.175,-0.582,,-0.0042,-0.014,
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.250,-0.244,0.524,,-0.0058,0.012,
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.300,-0.244,,,-0.0058,,
,,,,,,,,,,,,,,,,,,,,,,,,05/11/2019 11:58:16 am,10.350,-0.192,,,-0.0046,,
